id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
2884458015	20030731	1	900000000000207008	125671007	en	900000000000550004	Disruption of continuity of tissue, not necessarily due to external forces; may be due to weakness in the tissue or excessive internal pressures	900000000000017005
2884481018	20221231	0	900000000000207008	14766002	en	900000000000550004	Extraction using negative pressure	900000000000017005
2884487019	20140131	0	900000000000207008	128045006	en	900000000000550004	Inflammation that may involve the skin and or subcutaneous tissues, and or muscle	900000000000017005
2884521017	20180731	0	900000000000207008	27925004	en	900000000000550004	A 1 to 5 cm firm lesion raised above the surface of the surrounding skin; differs from a papule only in size	900000000000017005
2884609010	20120731	0	900000000000207008	107733003	en	900000000000550004	Introduction of object AND/OR substance into or onto body, including injection, implantation, infusion, perfusion, transfusion, irrigation, instillation, insertion,  placement, replacement, packing, intubation, catheterization, cannulation	900000000000017005
2884637015	20030731	1	900000000000207008	113343008	en	900000000000550004	An anatomical structure that consists of the maximal set of organ parts so connected to one another that together they constitute a self-contained unit of macroscopic anatomy, distinct both morphologically and functionally from other such units. Together with other organs, an organ constitutes an organ system or a body part. An organ is divisible into organ parts but not organs (examples: femur, biceps, liver, heart, aorta, sciatic nerve, ovary).	900000000000017005
2884645013	20030731	1	900000000000207008	113011001	en	900000000000550004	An exploration using the sense of touch	900000000000017005
2884660011	20030731	1	900000000000207008	118292001	en	900000000000550004	To take something off or out, to get rid of, to eliminate	900000000000017005
2884675015	20210731	0	900000000000207008	5447007	en	900000000000550004	An infusion of blood or blood product	900000000000017005
2884708014	20030731	1	900000000000207008	62972009	en	900000000000550004	Removal done by pulling	900000000000017005
2884724010	20200131	0	900000000000207008	62834003	en	900000000000550004	Esophagus, stomach, and duodenum	900000000000017005
2884757012	20241101	0	900000000000207008	122489005	en	900000000000550004	Organs of urine formation and secretion	900000000000017005
2884760017	20231201	0	900000000000207008	122463005	en	900000000000550004	An injection of some substance into the circulation to occlude vessels, either to arrest or prevent hemorrhaging or to devitalize a structure or organ by occluding its blood supply	900000000000017005
2884762013	20030731	1	900000000000207008	122972007	en	900000000000550004	Any vein draining the lungs, including pulmonary veins proper and their tributaries	900000000000017005
2884789015	20200131	0	900000000000207008	122865005	en	900000000000550004	Esophagus, stomach, small intestine, and large intestine together as a single entity	900000000000017005
2884805019	20050731	1	900000000000207008	417163006	en	900000000000550004	Disorder resulting from physical damage to the body	900000000000017005
2884811016	20030731	1	900000000000207008	123038009	en	900000000000550004	Material (structure, substance, device) removed from a source (patient, donor, physical location, product)	900000000000017005
2884836010	20231201	0	900000000000207008	77465005	en	900000000000550004	To move body tissue or cells from donor site to recipient site	900000000000017005
2884839015	20190731	0	900000000000207008	81040000	en	900000000000550004	Includes pulmonary trunk, left and right main pulmonary arteries, and all their branches	900000000000017005
2884851018	20160131	0	900000000000207008	86273004	en	900000000000550004	Removal of tissue for diagnostic examination	900000000000017005
2884868019	20030731	1	900000000000207008	86075001	en	900000000000550004	Includes both quantitative and qualitative disorders of procoagulants	900000000000017005
2884901010	20040731	1	900000000000207008	386053000	en	900000000000550004	Determination of a value, conclusion, or inference by evaluating evidence	900000000000017005
2884905018	20210731	0	900000000000207008	387713003	en	900000000000550004	Planned structural alteration of the body, usually requiring disruption of a body surface (usually skin or mucosa)	900000000000017005
2921164012	20190731	0	900000000000207008	107733003	en	900000000000550004	Introduction of object AND/OR substance into or onto body, including injection, implantation, infusion, perfusion, transfusion, irrigation, instillation, insertion, placement, replacement, packing, intubation, catheterization, cannulation.	900000000000017005
2955721015	20130131	1	900000000000207008	473011001	en	900000000000550004	The disposition to develop an allergic reaction, the allergic reaction itself or its consequences.	900000000000017005
2955723017	20130731	0	900000000000207008	473010000	en	900000000000550004	The disposition to develop hypersensitivity or the manifestation of such a disposition.	900000000000017005
2967791011	20130731	1	900000000000207008	472963003	en	900000000000550004	An immune or non-immune mediated pathological process that represents the underlying mechanism of hypersensitivity conditions.	900000000000017005
2967797010	20130731	1	900000000000207008	473010000	en	900000000000550004	The disposition to develop an allergic or pseudoallergic reaction, the reaction itself or its consequences.	900000000000017005
2967806018	20130731	1	900000000000207008	472964009	en	900000000000550004	A type of immune mediated hypersensitivity process that represents the underlying mechanism of allergic conditions.	900000000000017005
2983212013	20140131	1	900000000000207008	699189004	en	900000000000550004	Severe autosomal recessive intrahepatic cholestasis described in aboriginal children from northwestern Quebec. First manifestation as neonatal jaundice, progresses to periportal fibrosis and cirrhosis.	900000000000017005
2986291011	20140131	1	900000000000207008	128045006	en	900000000000550004	Inflammation located in and spreading along planes of connective tissue. In regions of the body covered by skin, it involves subcutaneous tissue and also the dermis. It may spread to deeper fascial layers and muscle.	900000000000017005
2990285016	20200131	0	900000000000207008	700364009	en	900000000000550004	Neurodevelopmental disorder is a behavioural and cognitive disorder with onset during the developmental period that involve impaired or aberrant development of intellectual, motor, or social functions.	900000000000017005
2990286015	20200131	0	900000000000207008	700364009	en	900000000000550004	Neurodevelopmental disorder is a behavioral and cognitive disorder with onset during the developmental period that involve impaired or aberrant development of intellectual, motor, or social functions.	900000000000017005
3006691014	20140731	1	900000000000207008	702969000	en	900000000000550004	The reactivation of latent hepatitis C infection usually caused by a medicinal agent, such as an immunosuppressant.	900000000000017005
3012970011	20150131	1	900000000000012004	246501002	en	900000000000550004	This attribute is used to specify the systematic method of a procedure used to accomplish a specific activity.	900000000000017005
3012982019	20150131	1	900000000000012004	704321009	en	900000000000550004	This attribute specifies the process which the property describes, and on which the property (of this observable) depends. The process can be very general.	900000000000017005
3012983012	20150131	1	900000000000012004	370132008	en	900000000000550004	This attribute refers to the scale of the result of an observation or a diagnostic test.	900000000000017005
3028153014	20150131	1	900000000000207008	235865005	en	900000000000550004	Acute hepatitis D infection in carrier person with chronic hepatitis B virus infection.	900000000000017005
3030938012	20150131	1	900000000000012004	704319004	en	900000000000550004	This attribute specifies the independent continuant which bears the quality, and on which the dependent quality (of this observable) depends.	900000000000017005
3288740014	20160131	1	900000000000207008	86273004	en	900000000000550004	Removal of tissue for diagnostic examination.	900000000000017005
3298283016	20160131	1	900000000000207008	713966008	en	900000000000550004	Chronic hepatitis B with negative hepatitis B surface antigen and low level viral replication but positive hepatitis B virus deoxyribonucleic acid test.	900000000000017005
3302458012	20250101	0	900000000000207008	715397000	en	900000000000550004	A rare benign liver tumor of childhood that usually presents before the age of 2. The tumor is of mesenchymal origin and has a variable clinical presentation.	900000000000017005
3302459016	20250101	0	900000000000207008	715397000	en	900000000000550004	A rare benign liver tumour of childhood that usually presents before the age of 2. The tumour is of mesenchymal origin and has a variable clinical presentation.	900000000000017005
3302474019	20250101	0	900000000000207008	715401008	en	900000000000550004	An autoimmune disorder characterized by the association of primary biliary cirrhosis with limited cutaneous systemic sclerosis. Onset occurs between 30-65 years. Occurs sporadically, but rare familial cases with an unknown inheritance pattern have been observed. There is no cure and management is mainly supportive.	900000000000017005
3302475018	20250101	0	900000000000207008	715401008	en	900000000000550004	An autoimmune disorder characterised by the association of primary biliary cirrhosis with limited cutaneous systemic sclerosis. Onset occurs between 30-65 years. Occurs sporadically, but rare familial cases with an unknown inheritance pattern have been observed. There is no cure and management is mainly supportive.	900000000000017005
3303976019	20250101	0	900000000000207008	715864007	en	900000000000550004	A rare copper-overload liver disease with rapidly progressive liver cirrhosis from the first few years of life leading to hepatic insufficiency. Specific pathological aspects; pericellular fibrosis, inflammatory infiltration, hepatocyte necrosis, absence of steatosis, poor regeneration and histochemical copper staining.	900000000000017005
3305054011	20250101	0	900000000000207008	716196007	en	900000000000550004	A genetic disorder with characteristics of the appearance of numerous cysts spread throughout the liver. Women are predominantly affected and have a larger number of cysts than affected males. Cysts are undetectable early in life and usually appear after the age of 40 years. Their number and size increases with age. Symptoms depend on the mass (compression effect) some patients are asymptomatic. Liver function is usually normal. There is no portal hypertension. Extrahepatic manifestations are very rare and may include intracranial aneurysms (usually small sized and at a low risk of rupture) and mitral leaflet abnormalities. Liver cysts result from overgrowth of biliary epithelium or from dilatation of peribiliary glands. Some cases occur sporadically, but most are inherited as an autosomal dominant trait.	900000000000017005
3305740014	20250101	0	900000000000207008	716379000	en	900000000000550004	Acute fatty liver of pregnancy is a rare but severe complication occurring in the third trimester of pregnancy or in early postpartum period bearing a risk for perinatal and maternal mortality with manifestations of jaundice, rise of hepatic injuries and evolving to acute liver failure and encephalopathy.	900000000000017005
3307068017	20230331	0	900000000000207008	716648006	en	900000000000550004	A rare primary malignant hepatic neoplasm of childhood that is mesenchymal in origin. It can rarely occur in adults. It has manifestations of abdominal mass, right upper quadrant or epigastric pain, nausea, anorexia, intermittent fever or headache.	900000000000017005
3307089014	20250101	0	900000000000207008	716652006	en	900000000000550004	A rare hepatic tumor that may manifest with abdominal pain or fullness, as well as diarrhea or weight loss. More than 10% of cases are asymptomatic and in rare cases a carcinoid syndrome may be observed. The age of onset is variable. The etiology is still unknown but it is thought to arise from Kulchitsky cells originating in the neural crest.	900000000000017005
3307090017	20250101	0	900000000000207008	716652006	en	900000000000550004	A rare hepatic tumour that may manifest with abdominal pain or fullness, as well as diarrhoea or weight loss. More than 10% of cases are asymptomatic and in rare cases a carcinoid syndrome may be observed. The age of onset is variable. The aetiology is still unknown but it is thought to arise from Kulchitsky cells originating in the neural crest.	900000000000017005
3308129012	20250101	0	900000000000207008	716997004	en	900000000000550004	Congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern, nystagmus, hypotonia, ataxia, and delay in achieving motor milestones. Cognitive abilities are variable, ranging from severe intellectual deficit to normal intelligence. Careful examination of the face shows a characteristic appearance: large head, prominent forehead, high rounded eyebrow. The syndrome is genetically heterogeneous. Seven genes, AHI1 (6q23), NPHP1 (2q13), CEP290 (12q21), TMEM67 (8q22), RPGRIP1L (16q12), ARL13B (3p12.3-q12.3) and CC2D2A (4p15), and two loci on chromosomes 9q34 (JBTS1) and 11p12-q13 (CORS2/JBTS2) have been associated with the disease so far. Transmission is autosomal recessive.	900000000000017005
3308277016	20250101	0	900000000000207008	717047007	en	900000000000550004	Anomaly of bile acid synthesis with manifestation of fat malabsorption, neonatal cholestasis and growth failure. Prevalence is unknown. Only 8 cases have been reported. Patients present with a history of neonatal cholestasis, fat and fat-soluble vitamin malabsorption and growth failure. Several mutations in the bile acid-CoA ligase gene have been found in most patients with this defect. The mode of transmission of these mutations is not known.	900000000000017005
3308303019	20250101	0	900000000000207008	717053007	en	900000000000550004	Describes a spectrum of phenotypes with manifestations similar but milder than those seen in GRACILE syndrome and that can be associated with encephalopathy and psychiatric disorders. The prevalence is unknown, several cases have been described, presentation is variable. Most of the characteristics of GRACILE syndrome are present but they are often less severe. Signs of disturbances in iron metabolism have been described. Most infants die during the neonatal period. In those who survive, encephalopathy and psychiatric disorders have been described. This disease is due to different mutations in the BCS1L gene (2q35) encoding a protein essential in the assembly of complex III in the mitochondrial respiratory chain. Inherited autosomal recessively.	900000000000017005
3308539014	20250101	0	900000000000207008	717155003	en	900000000000550004	Disorder with clinical characteristics of low birth weight, failure to thrive, transient intrahepatic cholestasis, multiple aminoacidemia, galactosemia, hypoproteinemia, hepatomegaly, decreased coagulation factors, hemolytic anemia, variable but mostly mild liver dysfunction and hypoglycemia.	900000000000017005
3308540011	20250101	0	900000000000207008	717155003	en	900000000000550004	Disorder with clinical characteristics of low birth weight, failure to thrive, transient intrahepatic cholestasis, multiple aminoacidaemia, galactosaemia, hypoproteinaemia, hepatomegaly, decreased coagulation factors, haemolytic anaemia, variable but mostly mild liver dysfunction and hypoglycaemia.	900000000000017005
3308638013	20250101	0	900000000000207008	717187000	en	900000000000550004	This syndrome consists of the association of congenital nephronophthisis leading to renal failure, and hepatic fibrosis. It has been described in five members of one family, two of whom died from renal failure. The association of Boichis syndrome with tapetoretinal degeneration and intellectual deficit has also been reported in one family: the so-called Senior-Boichis syndrome could be in fact the same entity, and was later reported in a 12 year-old child.	900000000000017005
3308767019	20250101	0	900000000000207008	717232005	en	900000000000550004	A rare congenital disorder characterized by multifocal, segmental dilatation of the large intrahepatic bile ducts. It may present at any age and predominantly affects females. Less than 250 cases have been described worldwide. Caroli disease is characterized by bile ductal ectasia without other apparent hepatic abnormalities. It presents with recurrent bacterial cholangitis, biliary stones causing biliary pain or episodes of pancreatitis. The more common variant of this disease, named Caroli syndrome, is characterized by dilatations of the large bile duct associated with congenital hepatic fibrosis. The etiology of Caroli disease is unknown and its occurrence is sporadic, whereas Caroli syndrome is generally inherited in an autosomal recessive manner.	900000000000017005
3308768012	20250101	0	900000000000207008	717232005	en	900000000000550004	A rare congenital disorder characterised by multifocal, segmental dilatation of the large intrahepatic bile ducts. It may present at any age and predominantly affects females. Less than 250 cases have been described worldwide. Caroli disease is characterised by bile ductal ectasia without other apparent hepatic abnormalities. It presents with recurrent bacterial cholangitis, biliary stones causing biliary pain or episodes of pancreatitis. The more common variant of this disease, named Caroli syndrome, is characterised by dilatations of the large bile duct associated with congenital hepatic fibrosis. The aetiology of Caroli disease is unknown and its occurrence is sporadic, whereas Caroli syndrome is generally inherited in an autosomal recessive manner.	900000000000017005
3309065011	20250101	0	900000000000207008	717329009	en	900000000000550004	A rare benign tumor-like lesion. Approximately 140 cases have been reported worldwide, with a higher prevalence for male adults of Asian origin and subjects affected by systemic diseases such as rheumatoid arthritis. There are two clinical presentations. The active form most commonly manifests with abdominal pain, fever and loss of body weight. The second form is usually clinically silent. The etiopathogenesis remains unclear.	900000000000017005
3309066012	20250101	0	900000000000207008	717329009	en	900000000000550004	A rare benign tumour-like lesion. Approximately 140 cases have been reported worldwide, with a higher prevalence for male adults of Asian origin and subjects affected by systemic diseases such as rheumatoid arthritis. There are two clinical presentations. The active form most commonly manifests with abdominal pain, fever and loss of body weight. The second form is usually clinically silent. The aetiopathogenesis remains unclear.	900000000000017005
3311149016	20250101	0	900000000000207008	718096004	en	900000000000550004	A rare disorder with characteristics of sclerosis of the intrahepatic portal veins, non-cirrhotic portal hypertension, asymptomatic splenomegaly and recurrent variceal bleeding. Most commonly, the condition is detected in investigating a fortuitous finding of hypersplenism or splenomegaly. Main histopathologic findings are periportal fibrosis, occlusion of small portal veins, sclerosis of the portal venous system, and proliferation of small vascular channels within/around portal tracts. The disease is slowly progressive. Exposure to toxic substances or drugs, autoimmune and connective tissue diseases, systemic or intraabdominal infections, and clotting abnormalities have been incriminated. A genetic background has been suggested.	900000000000017005
3316423019	20250101	0	900000000000207008	719454003	en	900000000000550004	A severe anomaly of bile acid synthesis with manifestation of severe neonatal cholestatic liver disease. To date, only 2 cases of this disorder have been reported. Caused by mutations in the 7-alpha hydroxylase gene (CYP7B1, 8q21.3). The deficiency in oxysterol 7-alpha-hydroxylation leads to the accumulation of hepatotoxic unsaturated monohydroxy bile acids. The mode of transmission is presumed to be autosomal recessive.	900000000000017005
3320915019	20250201	0	900000000000207008	720461006	en	900000000000550004	A very rare mitochondrial respiratory chain deficiency described in fewer than 10 infants, primarily of middle Eastern descent, with clinical characteristics of transient but life-threatening liver failure with elevated liver enzymes, jaundice, vomiting, coagulopathy, hyperbilirubinemia, and lactic acidemia.	900000000000017005
3320916018	20250201	0	900000000000207008	720461006	en	900000000000550004	A very rare mitochondrial respiratory chain deficiency described in fewer than 10 infants, primarily of middle Eastern descent, with clinical characteristics of transient but life-threatening liver failure with elevated liver enzymes, jaundice, vomiting, coagulopathy, hyperbilirubinaemia, and lactic acidaemia.	900000000000017005
